Chemblid	Drug	canonical	formula	max_phase	synonyms
CHEMBL3989967	LOTAMILAST	CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1	C26H24N4O5	2.0	E6005;;;E6005;;;Lotamilast;;;Lotamilast;;;Lotamilast;;;RVT-501
CHEMBL3989969	OPIGOLIX	C[C@@H](O)C(=N)NS(=O)(=O)c1cc(C(=O)C(C(=O)c2cc(F)ccc2F)=C2Nc3ccccc3N2)ccc1F	C25H19F3N4O5S	2.0	ASP1707;;;ASP-1707;;;Opigolix;;;Opigolix;;;Opigolix;;;Opigolixum
CHEMBL3989970	MAVELERTINIB	C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F	C18H22FN9O2	2.0	Mavelertinib;;;Mavelertinib;;;Mavelertinib;;;PF-06747775
CHEMBL3989972	BALIPODECT	COc1cn(-c2ccc(-n3cccn3)cc2F)nc(-c2ccnn2-c2ccccc2)c1=O	C23H17FN6O2	2.0	Balipodect;;;Balipodect;;;Balipodect;;;TAK-063
CHEMBL3989976	PEGVORHYALURONIDASE ALFA	-	-	2.0	PEGPH20;;;PEGPH-20;;;Pegvorhyaluronidase alfa;;;Pegvorhyaluronidase alfa;;;Pegvorhyaluronidase alfa
CHEMBL3989978	PREXIGEBERSEN	-	-	2.0	BP-1001;;;BP-100-1.01/L-Grb2;;;Prexigebersen;;;Prexigebersen;;;Prexigebersen
CHEMBL3989979	RIVOGENLECLEUCEL	-	-	2.0	BPX-501;;;Rivogenlecleucel;;;Rivogenlecleucel;;;Rivogenlecleucel
CHEMBL3989980	LARCAVIXIMAB	-	-	2.0	c4G7;;;Larcaviximab;;;Larcaviximab;;;Larcaviximab;;;Zmapp
CHEMBL3989985	RIBAXAMASE	-	-	2.0	P3A;;;Ribaxamase;;;Ribaxamase;;;Ribaxamase;;;SYN-004
CHEMBL3989988	MODOTUXIMAB	-	-	2.0	1023DS;;;1024 DS;;;1024-DS;;;Modotuximab;;;Modotuximab;;;Modotuximab
CHEMBL3989990	ISTIRATUMAB	-	-	2.0	Istiratumab;;;Istiratumab;;;Istiratumab;;;MM-005;;;MM-141
CHEMBL3989993	COBOMARSEN	-	-	2.0	Cobomarsen;;;Cobomarsen;;;Cobomarsen;;;M11667;;;M-11667 FREE ACID;;;M11667 FREE ACID;;;MRG-106;;;MRG-106 FREE ACID
CHEMBL3989996	PORGAVIXIMAB	-	-	2.0	c2G4;;;Porgaviximab;;;Porgaviximab;;;Porgaviximab;;;Zmapp
CHEMBL3989997	SUVRATOXUMAB	-	-	2.0	MEDI4893;;;MEDI-4893;;;Suvratoxumab;;;Suvratoxumab;;;Suvratoxumab
CHEMBL3990001	COSFROVIXIMAB	-	-	2.0	c13C6-FR1;;;Cosfroviximab;;;Cosfroviximab;;;Cosfroviximab;;;Zmapp
CHEMBL3990003	BALTALEUCEL-T	-	-	2.0	Baltaleucel;;;Baltaleucel-t;;;Baltaleucel-t;;;CMD-003
CHEMBL3990004	BIROPEPIMUT-S	-	-	2.0	Biropepimut s;;;Biropepimut-s;;;Biropepimut-s;;;GL-0817;;;MAGE-A3 Trojan Peptide Vaccine
CHEMBL3990012	PEGAPAMODUTIDE	-	-	2.0	LY2944876;;;LY-2944876;;;Pegapamodutide;;;Pegapamodutide;;;Pegapamodutide
CHEMBL3990016	OLECLUMAB	-	-	2.0	MEDI9447;;;MEDI-9447;;;Oleclumab;;;Oleclumab;;;Oleclumab
CHEMBL3990020	VADACABTAGENE LERALEUCEL	-	-	2.0	JCAR015;;;JCAR-015;;;Vadacabtagene leraleucel;;;Vadacabtagene leraleucel;;;Vadacabtagene leraleucel
CHEMBL3990022	VONLEROLIZUMAB	-	-	2.0	MOXR0916;;;MOXR-0916;;;Pogalizumab;;;R07021608;;;R0-7021608;;;RO7021608;;;Vonlerolizumab;;;Vonlerolizumab;;;Vonlerolizumab
CHEMBL3990023	TOZULERISTIDE	-	-	2.0	BLZ-100;;;Tozuleristide;;;Tozuleristide;;;Tozuleristide
CHEMBL3990025	OLENDALIZUMAB	-	-	2.0	Alxn1007;;;ALXN1007;;;ALXN-1007;;;ALXN1007 antibody;;;Lendalizumab;;;Olendalizumab;;;Olendalizumab;;;Olendalizumab
CHEMBL3990028	BLESELUMAB	-	-	2.0	ASKP1240;;;ASKP-1240;;;Bleselumab;;;Bleselumab;;;Bleselumab
CHEMBL3990032	TELISOTUZUMAB VEDOTIN	-	-	2.0	Abbv 399;;;ABBV-399;;;ABT-399;;;PR-1420682;;;Telisotuzumab vedotin;;;Telisotuzumab vedotin;;;Telisotuzumab vedotin
CHEMBL3990038	FLOTETUZUMAB	-	-	2.0	Flotetuzumab;;;Flotetuzumab;;;Flotetuzumab;;;MGD006;;;MGD-006;;;RES234;;;RES-234;;;S80880;;;S-80880
CHEMBL3990042	GOSURANEMAB	-	-	2.0	BIIB092;;;BMS-986168;;;BMS-986168-01;;;Gosuranemab;;;Gosuranemab;;;Gosuranemab;;;IPN-007
CHEMBL3990044	RELATLIMAB	-	-	2.0	BMS-986016;;;Relatlimab;;;Relatlimab;;;Relatlimab
CHEMBL3990045	TASADENOTUREV	-	-	2.0	Dnx-2401;;;DNX-2401;;;Tasadenoturev;;;Tasadenoturev;;;Tasadenoturev
CHEMBL3990046	ELIVALDOGENE TAVALENTIVEC	-	-	2.0	Elivaldogene tavalentivec;;;Elivaldogene tavalentivec;;;Elivaldogene tavalentivec;;;Lenti-D;;;Lenti-D Drug Product
CHEMBL3990145	IMARIKIREN	COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)nc2ccccc21	C27H41N5O4	2.0	Imarikiren
CHEMBL3990277	FLUCICLATIDE	N=C(N)NCCC[C@@H]1NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)NCCOCCOCCOCCNC(=O)COCC(N)=O)CSCC(=O)N[C@@H](CCCCNC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCNC(=O)CO/N=C/c1ccc(F)cc1)C(=O)N2	C75H115FN18O27S3	2.0	AH-111585;;;Fluciclatide
CHEMBL4065122	FENEBRUTINIB	C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1	C37H44N8O4	2.0	Fenebrutinib;;;Fenebrutinib;;;Fenebrutinib;;;G02599853;;;G-02599853;;;Gdc-0853;;;GDC-0853;;;RG7845;;;RG-7845;;;RO7010939;;;RO-7010939
CHEMBL4068108	CP-461	CC1=C(CC(=O)NCc2ccccc2)c2cc(F)ccc2/C1=C\c1ccncc1	C25H21FN2O	2.0	
CHEMBL4069597	PRITELIVIR	Cc1nc(N(C)C(=O)Cc2ccc(-c3ccccn3)cc2)sc1S(N)(=O)=O	C18H18N4O3S2	2.0	Aic316;;;AIC316;;;AIC-316;;;Pritelivir;;;Pritelivir
CHEMBL4071161	TIRABRUTINIB	CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1	C25H22N6O3	2.0	Gs-4059;;;GS-4059;;;Ono-4059;;;ONO-4059;;;ONO-4059(FREE BASE);;;Tirabrutinib;;;Tirabrutinib
CHEMBL4072756	AZD-5423	COc1cccc([C@@H](Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](C)NC(=O)C(F)(F)F)c1	C25H21F4N3O3	2.0	Azd5423;;;AZD5423;;;Azd 5423;;;Azd-5423
CHEMBL4073443	TOMIVOSERTIB	Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1	C17H20N6O2	2.0	eFT508;;;Eft508;;;Eft 508;;;EFT-508;;;Tomivosertib;;;Tomivosertib;;;Tomivosertib
CHEMBL4074884	MITOQUINONE MESYLATE	COC1=C(OC)C(=O)C(CCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)=C(C)C1=O.CS(=O)(=O)[O-]	C38H47O7PS	2.0	Mitoq;;;Mitoquinone mesylate
CHEMBL4076467	ABT-072	COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C	C24H27N3O5S	2.0	Abt-072;;;ABT-072
CHEMBL4078588	MK-7622	Cc1ccc(Cc2cc3c(=O)n([C@H]4CCCC[C@@H]4O)cnc3c3ccccc23)cn1	C25H25N3O2	2.0	MK7622;;;Mk-7622
CHEMBL4079239	JNJ-54175446	C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl	C18H13ClF4N6O	2.0	Jnj-54175446
CHEMBL4081711	PF-06650833	CC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)[C@H]1F	C18H20FN3O4	2.0	Pf-06650833
CHEMBL4084907	BIMIRALISIB	Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1	C17H20F3N7O2	2.0	Bimiralisib;;;Bimiralisib;;;Bimiralisib;;;NCB5;;;NC-B5;;;PI3K-IN-2;;;Pqr309;;;PQR309;;;PQR-309
CHEMBL4089083	FOLIGLURAX	O/N=c1\cc(-c2cc3sccc3cn2)oc2ccc(CCCN3CCOCC3)cc12	C23H23N3O3S	2.0	DT1687;;;DT-1687;;;Foliglurax;;;Foliglurax;;;Pxt002331;;;PXT002331;;;PXT-002331
CHEMBL4091374	LANIFIBRANOR	O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1	C19H15ClN2O4S2	2.0	Iva337;;;IVA337;;;IVA-337;;;Lanifibranor;;;Lanifibranor
CHEMBL4094440	BMS-919373	NS(=O)(=O)c1cncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)c1	C25H20N6O2S	2.0	Bms-919373
CHEMBL4101487	GALICAFTOR	O=C(O)c1ccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c3ccc(OC(F)F)cc3O2)cc1	C28H21F4NO7	2.0	ABBV-2222;;;Galicaftor;;;Galicaftor;;;Galicaftor;;;Glpg2222;;;GLPG2222;;;GLPG-2222
CHEMBL4112929	MILVEXIAN	C[C@@H]1CCC[C@H](n2cnc(-c3cc(Cl)ccc3-n3cc(Cl)nn3)cc2=O)c2cc(ccn2)-c2c(cnn2C(F)F)NC1=O	C28H23Cl2F2N9O2	2.0	BMS 986177;;;Bms-986177;;;BMS-986177;;;Jnj-70033093;;;JNJ-70033093;;;Milvexian;;;Milvexian
CHEMBL4117187	MASUPIRDINE	COc1ccc2c(c1)c(CN1CCN(C)CC1)cn2S(=O)(=O)c1ccccc1Br	C21H24BrN3O3S	2.0	Masupirdine;;;Masupirdine;;;Suvn-502;;;SUVN-502
CHEMBL4129286	ADAFOSBUVIR	CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@@]1(F)O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1	C22H29FN3O10P	2.0	Adafosbuvir;;;Adafosbuvir;;;Adafosbuvir;;;Al-335;;;AL-335;;;JNJ-335
CHEMBL4130229	VODOBATINIB	Cc1ccc(C(=O)NNC(=O)c2c(C)cccc2Cl)cc1C#Cc1cnc2ccccc2c1	C27H20ClN3O2	2.0	K0706;;;K0706;;;Vodobatinib;;;Vodobatinib
CHEMBL4163691	POSELTINIB	C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1	C26H26N6O3	2.0	HM71224;;;Ly3337641;;;LY3337641;;;Poseltinib;;;Poseltinib
CHEMBL4175981	OLORINAB	CC(C)(C)[C@@H](CO)NC(=O)c1nn(-c2c[n+]([O-])ccn2)c2c1C[C@@H]1C[C@H]21	C18H23N5O3	2.0	Apd371;;;APD371;;;APD-371;;;Olorinab;;;Olorinab;;;Olorinab
CHEMBL4205783	JNJ-18038683	Clc1ccc(-c2nn(Cc3ccccc3)c3c2CCNCC3)cc1	C20H20ClN3	2.0	
CHEMBL4206119	UPAMOSTAT	CCOC(=O)N1CCN(C(=O)[C@H](Cc2cccc(/C(N)=N/O)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1	C32H47N5O6S	2.0	Upamostat;;;Upamostat;;;Wx-671;;;WX-671
CHEMBL4206492	OSORESNONTRINE	O=c1[nH]c(Cc2ccccn2)nc2c1cnn2C1CCOCC1	C16H17N5O2	2.0	Bi 409306;;;BI 409306;;;BI-409306;;;Osoresnontrine;;;Osoresnontrine;;;SUB 166499
CHEMBL4210847	PF-00489791	CCOCCn1nc(C(=O)NS(C)(=O)=O)c2nc(N(C)CC)nc(Nc3cc(C)ccn3)c21	C20H28N8O4S	2.0	Pf-00489791;;;PF-489,791;;;UK-489,791
CHEMBL4211107	ATB-346	COc1ccc2cc(C(C)C(=O)Oc3ccc(C(N)=S)cc3)ccc2c1	C21H19NO3S	2.0	Atb-346
CHEMBL4217292	ACT-709478	N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1	C22H18F3N5O	2.0	Act-709478;;;ACT-709478
CHEMBL4228124	ORG-25935	COc1ccc2c(c1)CC[C@H](CN(C)CC(=O)O)[C@@H]2c1ccccc1	C21H25NO3	2.0	Org 25935;;;ORG 25935;;;Org-25935;;;Sch 900435;;;SCH 900435;;;SCH-900435
CHEMBL4243974	CP-461	CC1=C(CC(=O)NCc2ccccc2)c2cc(F)ccc2/C1=C\c1ccncc1.Cl	C25H22ClFN2O	2.0	Cp 461;;;Cp-461;;;OSI-461
CHEMBL4250860	DANICOPAN	CC(=O)c1nn(CC(=O)N2C[C@H](F)C[C@H]2C(=O)Nc2cccc(Br)n2)c2ccc(-c3cnc(C)nc3)cc12	C26H23BrFN7O3	2.0	Ach-0144471;;;ACH-0144471;;;ACH-4471;;;Danicopan;;;Danicopan;;;Danicopan
CHEMBL4283683	DOMATINOSTAT	Cn1cc(-c2ccc(S(=O)(=O)n3ccc(/C=C/C(=O)Nc4ccccc4N)c3)cc2)cn1	C23H21N5O3S	2.0	4sc-202;;;Domatinostat;;;Domatinostat
CHEMBL4285417	CERALASERTIB	C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1	C20H24N6O2S	2.0	Atr kinase inhibitor azd6738;;;AZD6738;;;Azd 6738;;;Azd-6738;;;Ceralasertib;;;Ceralasertib;;;Ceralasertib
CHEMBL4291143	PC-786	Cc1cnc(N2CC3(CCOCC3)C2)c(C(=O)Nc2ccc(C(=O)N3CCc4cc(C(=O)Nc5c(C)cccc5F)sc4-c4ccccc43)cc2)c1	C41H38FN5O4S	2.0	Pc786;;;PC786;;;Pc-786;;;PC-786
CHEMBL4296717	RESMINOSTAT	CN(C)Cc1ccc(S(=O)(=O)n2ccc(/C=C/C(=O)NO)c2)cc1	C16H19N3O4S	2.0	4sc-201;;;4SC-201;;;BYK408740;;;BYK-408740;;;RAS2410;;;RAS-2410;;;Resminostat;;;Resminostat
CHEMBL4297063	DOVITINIB LACTATE	CC(O)C(=O)O.CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1.O	C24H29FN6O5	2.0	CHIR-258;;;Dovitinib lactate;;;Dovitinib lactate;;;Dovitinib lactate hydrate
CHEMBL4297181	SAMOTOLISIB	CO[C@@H](C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21	C23H26N4O3	2.0	LY3023414;;;LY 3023414;;;Ly-3023414;;;LY-3023414;;;Samotolisib;;;Samotolisib;;;Samotolisib
CHEMBL4297182	PEGCANTRATINIB	COCCN1C(=O)O[C@@]2(C[C@H]3O[C@]2(C)n2c4ccccc4c4c5c(c6c7ccccc7n3c6c42)C(=O)NC5)C1=O	C30H24N4O6	2.0	CT327;;;Ct-327;;;CT-327;;;Pegcantratinib;;;Pegcantratinib;;;Pegcantratinib;;;Sna-120;;;SNA-120
CHEMBL4297184	CIFORADENANT	Cc1ccc(-c2nc(N)nc3c2nnn3Cc2cccc(CO[C@H]3CCOC3)n2)o1	C20H21N7O3	2.0	Ciforadenant;;;Ciforadenant;;;Ciforadenant;;;CPI-444;;;V81444;;;V81444;;;V-81444
CHEMBL4297187	DERAZANTINIB	COCCNCCc1cccc(Nc2ncc3c(n2)-c2ccccc2[C@H](c2ccccc2F)C3)c1	C29H29FN4O	2.0	ARQ087;;;ARQ 087;;;Arq-087;;;Derazantinib;;;Derazantinib;;;Derazantinib
CHEMBL4297188	MIRANSERTIB	Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1	C27H24N6	2.0	ARQ 092;;;Arq-092;;;ARQ-092;;;ARQ 092 FREE BASE;;;Miransertib;;;Miransertib;;;Miransertib
CHEMBL4297204	ORNITHINE PHENYLACETATE	NCCC[C@H](N)C(=O)O.O=C(O)Cc1ccccc1	C13H20N2O4	2.0	L-OP;;;Ocr-002;;;OCR-002;;;OP;;;Ornithine phenylacetate;;;Ornithine phenylacetate
CHEMBL4297205	PADOPORFIN	-	-	2.0	Padoporfin;;;Padoporfin;;;Wst09;;;WST09;;;WST-09
CHEMBL4297208	TRIPLATIN TETRANITRATE	-	-	2.0	BBR3464;;;Bbr 3464;;;BBR 3464;;;BBR-3464;;;Triplatin tetranitrate;;;Triplatin tetranitrate;;;Triplatin tetranitrate
CHEMBL4297209	DEFERITAZOLE MAGNESIUM	COCCOCCOCCOc1cccc(C2=N[C@@](C)(C(=O)[O-])CS2)c1O.O[Mg+]	C18H25MgNO8S	2.0	Deferitazole magnesium;;;Deferitazole magnesium;;;Fbs0701, spd602;;;SPD-602 MAGNESIUM;;;Ssp-004184aq;;;SSP-004184AQ
CHEMBL4297214	PRALICIGUAT	OC(CNc1nc(-c2cc(-c3ccon3)n(Cc3ccccc3F)n2)ncc1F)(C(F)(F)F)C(F)(F)F	C21H14F8N6O2	2.0	IW-1973;;;Praliciguat;;;Praliciguat;;;Praliciguat
CHEMBL4297215	BALOXAVIR	O=C1c2c(O)c(=O)ccn2N([C@@H]2c3ccccc3SCc3c2ccc(F)c3F)[C@@H]2COCCN12	C24H19F2N3O4S	2.0	Baloxavir;;;Baloxavir;;;Baloxavir;;;S-033447
CHEMBL4297218	ROVAZOLAC	CCOC(=O)Cn1nc(C(F)(F)F)cc1-c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1	C21H19F3N2O4S	2.0	ALX-101;;;Rovazolac;;;Rovazolac;;;Rovazolac
CHEMBL4297226	CANERPATUREV	-	-	2.0	Canerpaturev;;;Canerpaturev;;;Canerpaturev;;;HF10;;;TBI-1401
CHEMBL4297228	BRIVOLIGIDE	-	-	2.0	AYX1;;;AYX-1;;;Brivoligide;;;Brivoligide;;;Brivoligide
CHEMBL4297233	OMBURTAMAB	-	-	2.0	Omburtamab;;;Omburtamab;;;Omburtamab
CHEMBL4297235	OMBIPEPIMUT-S	-	-	2.0	DSP-7888;;;Ombipepimut-s;;;Ombipepimut-s
CHEMBL4297239	DILANUBICEL	-	-	2.0	Dilanubicel;;;Dilanubicel;;;Dilanubicel;;;NLA101
CHEMBL4297245	DONANEMAB	-	-	2.0	Donanemab;;;Donanemab;;;Donanemab;;;LY3002813;;;LY 3002813;;;LY-3002813
CHEMBL4297253	4-DEMETHYL-4-CHOLESTERYLOXYCARBONYLPENCLOMEDINE	COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC(=O)O[C@H]2CC[C@@]3(C)C(=CC[C@@H]4[C@@H]3CC[C@@]3(C)[C@H]4CC[C@@H]3[C@H](C)CCCC(C)C)C2)c1Cl	C35H48Cl5NO4	2.0	4-demethyl-4-cholesteryloxycarbonylpenclomedine;;;Dm-choc-pen
CHEMBL4297254	552-02	CS(=O)(=O)O.N=C(NCCCCc1ccc(OCC(O)CO)cc1)NC(=O)c1nc(Cl)c(N)nc1N	C20H30ClN7O7S	2.0	552-02;;;PS-552-02
CHEMBL4297255	ABP-700	COC(=O)C1(OC(=O)c2cncn2[C@H](C)c2ccccc2)CC1	C17H18N2O4	2.0	Abp-700
CHEMBL4297256	ABT-384	CC(C)(C(=O)NC1C2CC3CC1CC(C(N)=O)(C3)C2)N1CCN(c2ccc(C(F)(F)F)cn2)CC1	C25H34F3N5O2	2.0	Abt-384
CHEMBL4297258	ALFLUTINIB	C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OCC(F)(F)F)nc1N(C)CCN(C)C	C28H31F3N8O2	2.0	Alflutinib;;;AST2818;;;AST-2818
CHEMBL4297259	ALT-2074	CC1(C)CN[Se]c2ccccc21	C10H13NSe	2.0	Alt-2074;;;Bxt-51072;;;BXT-51072;;;SYI 2074;;;SYI-2074
CHEMBL4297263	AROPLATIN	-	-	2.0	Aroplatin
CHEMBL4297268	BMS-275183	COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(C)=O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C	C43H59NO16	2.0	Bms 275183;;;Bms-275183
CHEMBL4297269	BMS-906024	CN1C(=O)[C@@H](NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(N)=O)N=C(c2ccccc2)c2ccccc21	C26H26F6N4O3	2.0	Al101;;;AL101;;;Al-101;;;AL-101;;;Bms 906024;;;Bms-906024;;;BMS-906024
CHEMBL4297270	BMS-986020	Cc1noc(-c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1	C29H26N2O5	2.0	AP-3152 FREE ACID;;;Bms-986020
CHEMBL4297271	BMX-001	-	-	2.0	Bmx-001
CHEMBL4297272	COBALAMIN	-	-	2.0	Cobalamin
CHEMBL4297274	CT-2584	CCCCCCCCCCCCNCC(O)CCCCCCCCCn1c(=O)c2c(ncn2C)n(C)c1=O	C30H55N5O3	2.0	CT 2584;;;Ct-2584
CHEMBL4297276	DIAZOXIDE CHOLINE	CC1=Nc2ccc(Cl)cc2S(=O)(=O)[N-]1.C[N+](C)(C)CCO	C13H20ClN3O3S	2.0	Diazoxide choline
CHEMBL4297277	DIEPALRESTAT CHOLINE	CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1.CC(/C=C1\SC(=S)N(CC(=O)[O-])C1=O)=C\c1ccccc1.C[N+](C)(C)CCO	C35H39N3O7S4	2.0	Diepalrestat choline
CHEMBL4297279	EC-17	NC(=O)CC[C@@H](C(=O)O)N(CCNC(=S)Nc1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)C(=O)c1ccc(NCc2cnc3nc(N)[nH]c(=O)c3n2)cc1	C42H36N10O10S	2.0	Ec 17;;;Ec-17;;;Ec17 (folate-fitc)
CHEMBL4297280	ETARFOLATIDE	N[C@@H](CNC(=O)CC[C@@H](NC(=O)c1ccc(NCc2c[nH]c3ncnc(=O)c-3n2)cc1)C(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CS)C(=O)O	C29H34N10O11S	2.0	EC-20;;;Etarfolatide
CHEMBL4297281	FOXY-5	CSCC[C@H](NC=O)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)O	C26H42N6O12S2	2.0	Foxy-5
CHEMBL4297283	GLYCOVIR	CCCCN1C[C@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H](OC(=O)CCC)[C@H]1COC(=O)CCC	C26H45NO8	2.0	Glycovir;;;NSC-670880
CHEMBL4297284	HE3286	C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](O)CC1=C[C@@H]3O	C21H30O3	2.0	He3286;;;HE 3286;;;HE-3286
CHEMBL4297287	HT-0712	COc1ccc([C@H]2CNC(=O)[C@H](Cc3cccc(C)c3)C2)cc1OC1CCCC1	C25H31NO3	2.0	Blx-028914;;;BLX-028914;;;Ht-0712;;;IPL-455903;;;OX-914
CHEMBL4297288	HYDRONIDONE	Cc1ccc(=O)n(-c2ccc(O)cc2)c1	C12H11NO2	2.0	F 351;;;F-351;;;Hydronidone
CHEMBL4297289	IMG-7289	CN1CCN(C(=O)[C@H](CCCN[C@@H]2C[C@H]2c2ccc(F)cc2)NC(=O)c2ccc(-n3ccnn3)cc2)CC1	C28H34FN7O2	2.0	Bomedemstat;;;Img-7289
CHEMBL4297290	IMR-687	C[C@@H]1CN(Cc2ncccn2)C[C@H]1c1cn2c(C3CCOCC3)ncc2c(=O)[nH]1	C21H26N6O2	2.0	Imr-687;;;IMR-687;;;Tovinontrine
CHEMBL4297292	JNJ-17166864	C[N+](C)(Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1)C1CCOCC1.[Cl-]	C21H25Cl3N2O2	2.0	Jnj-17166864;;;JNJ-17166864
CHEMBL4297293	JNJ-18038683	Clc1ccc(-c2nn(Cc3ccccc3)c3c2CCNCC3)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O	C26H28ClN3O7	2.0	Jnj-18038683
CHEMBL4297294	JNJ-42165279	O=C(Nc1cnccc1Cl)N1CCN(Cc2ccc3c(c2)OC(F)(F)O3)CC1	C18H17ClF2N4O3	2.0	Jnj-42165279
CHEMBL4297296	KOS-1584	C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C1	C27H39NO5S	2.0	Kos-1584;;;R1645
CHEMBL4297297	KP-1461	CCCCCCCOC(=O)NC1=NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)CN1	C16H28N4O6	2.0	Kp-1461
CHEMBL4297300	LB-100	CN1CCN(C(=O)C2C(C(=O)O)[C@H]3CC[C@@H]2O3)CC1	C13H20N2O4	2.0	LB 100;;;Lb-100
CHEMBL4297302	MK-0941	CCS(=O)(=O)c1ccc(Oc2cc(O[C@@H](C)CO)cc(C(=O)Nc3ccn(C)n3)c2)cn1.CS(=O)(=O)O	C22H28N4O9S2	2.0	Mk0941;;;MK0941;;;Mk-0941
CHEMBL4297308	NEROFE	CC(C)C[C@@H](NC(=O)[C@H](NC(=O)[C@@H](CO)NC(=O)[C@H]1CCCN1C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](N)Cc1c[nH]c2ccccc12)C(C)O)C(C)O)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)O	C96H129N21O20	2.0	Nerofe
CHEMBL4297310	ONC-201	Cc1ccccc1CN1C(=O)C2=C(CCN(Cc3ccccc3)C2)N2CCN=C12	C24H26N4O	2.0	NSC-350625;;;Onc201;;;ONC201;;;Onc 201;;;Onc-201;;;TIC10;;;TIC-10
